STATION,DATE,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,2007-06-11,,82,65,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-06-12,,76,62,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2007-06-13,,62,54,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-06-14,,64,53,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-06-15,,74,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-06-16,,76,51,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2007-06-17,,87,59,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-06-18,,80,63,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-06-19,,81,62,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-06-20,,77,65,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-06-21,,81,61,,,1.0,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-06-22,,74,58,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-06-23,,73,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-06-24,,80,51,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-06-25,,88,62,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-06-26,,95,64,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-06-27,,95,72,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-06-28,,92,72,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,
USW00014765,2007-06-29,,74,61,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-06-30,,81,61,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-07-01,,75,59,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-07-02,,76,54,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-07-03,,79,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-04,,77,57,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-07-05,,81,64,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,
USW00014765,2007-07-06,,85,66,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-07-07,,84,63,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-08,,91,65,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-07-09,,81,66,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-07-10,,86,66,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-07-11,,81,72,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-07-12,,84,65,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-07-13,,87,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-14,,86,63,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-07-15,,88,67,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-07-16,,85,67,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-07-17,,86,63,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-18,,73,65,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-07-19,,83,69,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-07-20,,84,65,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-07-21,,81,62,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-22,,82,64,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-23,,71,63,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-07-24,,84,64,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-25,,87,65,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-26,,85,62,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-27,,87,70,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-07-28,,86,73,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-07-29,,85,72,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-07-30,,84,69,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-07-31,,87,69,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-08-01,,89,68,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-08-02,,93,67,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-08-03,,93,71,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-08-04,,92,73,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-08-05,,84,67,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-06,,82,66,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-08-07,,86,71,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-08-08,,91,72,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,
USW00014765,2007-08-09,,80,66,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-10,,67,54,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-08-11,,83,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-12,,87,64,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-13,,87,67,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-08-14,,81,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-15,,83,58,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-08-16,,85,67,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-08-17,,80,64,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-08-18,,76,57,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-08-19,,75,51,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-20,,75,56,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-08-21,,69,56,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-08-22,,75,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-23,,76,63,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-08-24,,88,67,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-08-25,,92,70,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-08-26,,87,70,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-08-27,,84,65,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-28,,85,61,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-29,,83,58,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-30,,85,60,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-08-31,,86,61,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-01,,81,62,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-02,,77,55,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-03,,84,58,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-04,,85,61,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-09-05,,80,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-06,,74,56,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-07,,89,65,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-08,,92,69,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-09,,80,62,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-09-10,,72,61,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-09-11,,74,63,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-09-12,,76,56,1.0,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-09-13,,74,52,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-09-14,,74,53,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-09-15,,68,53,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-09-16,,67,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-17,,68,47,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-18,,70,45,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-19,,69,48,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-09-20,,81,57,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-09-21,,80,58,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-09-22,,79,62,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-09-23,,80,62,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-24,,81,53,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-25,,86,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-26,,89,67,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-09-27,,81,65,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-09-28,,80,61,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-09-29,,76,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-09-30,,70,51,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-01,,66,47,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-02,,73,47,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-03,,72,64,1.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-04,,82,64,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-05,,83,61,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-10-06,,84,63,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-10-07,,73,53,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-10-08,,75,53,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-10-09,,65,54,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-10,,60,55,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-11,,63,58,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-12,,63,42,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-13,,62,38,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-14,,63,43,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-15,,65,39,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-16,,66,45,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-17,,70,40,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-10-18,,77,62,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2007-10-19,,71,64,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-20,,73,53,1.0,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-10-21,,75,51,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-22,,81,53,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-23,,77,62,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-24,,72,54,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-25,,57,42,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-10-26,,62,41,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-10-27,,71,54,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-10-28,,59,41,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-29,,52,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-30,,63,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-10-31,,66,39,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-11-01,,69,47,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-02,,54,41,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-03,,49,44,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-11-04,,58,40,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-05,,56,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-06,,57,37,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-11-07,,51,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-08,,46,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-09,,48,33,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-10,,43,32,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-11-11,,46,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-12,,48,26,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-11-13,,60,36,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-11-14,,59,32,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-11-15,,65,43,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-11-16,,49,33,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2007-11-17,,44,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-18,,46,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-19,,44,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-20,,44,26,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2007-11-21,,52,35,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-11-22,,67,41,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-11-23,,41,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-24,,36,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-25,,51,26,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-26,,61,38,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-11-27,,63,35,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-11-28,,46,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-11-29,,52,36,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-11-30,,42,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-12-01,,40,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-12-02,,28,20,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,
USW00014765,2007-12-03,,39,27,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2007-12-04,,32,23,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2007-12-05,,33,22,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-12-06,,33,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-12-07,,38,19,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2007-12-08,,44,29,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2007-12-09,,36,28,1.0,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,
USW00014765,2007-12-10,,34,27,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,
USW00014765,2007-12-11,,45,22,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-12-12,,52,31,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-12-13,,32,23,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0
USW00014765,2007-12-14,,42,26,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,
USW00014765,2007-12-15,,33,22,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-12-16,,39,22,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2007-12-17,,36,20,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2007-12-18,,35,11,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-12-19,,38,19,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-12-20,,36,31,1.0,,,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,
USW00014765,2007-12-21,,31,27,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,
USW00014765,2007-12-22,,38,28,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2007-12-23,,57,33,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2007-12-24,,57,35,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2007-12-25,,43,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2007-12-26,,40,23,,,,1.0,,,,,,,,,,,1.0,,,,,
USW00014765,2007-12-27,,41,35,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2007-12-28,,48,33,1.0,,,,,,,,,,,1.0,,,,,,,,
USW00014765,2007-12-29,,53,33,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-12-30,,43,27,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2007-12-31,,44,26,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-01-01,,44,23,1.0,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2008-01-02,,34,13,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2008-01-03,,17,8,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-04,,36,7,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-05,,42,21,,,,1.0,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-01-06,,49,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-07,,59,34,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2008-01-08,,66,39,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
USW00014765,2008-01-09,,59,39,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-01-10,,49,34,,,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-01-11,,58,37,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,
USW00014765,2008-01-12,,52,33,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-13,,48,29,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-14,,39,30,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2008-01-15,,39,26,1.0,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2008-01-16,,35,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-17,,37,19,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2008-01-18,,49,33,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-01-19,,37,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-20,,34,17,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2008-01-21,,26,14,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-22,,40,16,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2008-01-23,,39,26,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-24,,33,18,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2008-01-25,,32,16,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-26,,33,22,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-27,,33,24,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2008-01-28,,44,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-01-29,,45,24,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2008-01-30,,49,30,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2008-01-31,,38,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-01,,53,24,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-02-02,,49,33,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-03,,48,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-04,,39,28,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,
USW00014765,2008-02-05,,52,37,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-02-06,,48,38,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-02-07,,38,31,1.0,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2008-02-08,,34,29,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,
USW00014765,2008-02-09,,38,22,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,
USW00014765,2008-02-10,,47,16,1.0,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,
USW00014765,2008-02-11,,27,11,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-12,,30,12,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2008-02-13,,54,26,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2008-02-14,,41,28,,,,1.0,,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-02-15,,49,26,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-16,,33,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-17,,47,18,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
USW00014765,2008-02-18,,62,41,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-02-19,,45,28,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2008-02-20,,33,22,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-21,,33,19,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-22,,33,23,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,
USW00014765,2008-02-23,,34,26,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2008-02-24,,39,22,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-25,,47,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-02-26,,45,27,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-02-27,,42,24,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-02-28,,30,16,,,,,,,,,,,,,,,,,1.0,,,
USW00014765,2008-02-29,,28,12,1.0,,,,,,,,,,,1.0,,,,,1.0,,,
USW00014765,2008-03-01,,42,27,1.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,,,
USW00014765,2008-03-02,,43,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-03,,50,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-04,,61,43,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-03-05,,61,38,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-03-06,,47,29,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-07,,52,28,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2008-03-08,,62,40,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,
USW00014765,2008-03-09,,47,29,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-10,,41,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-11,,45,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-12,,47,32,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,
USW00014765,2008-03-13,,41,30,,,,,,,,,,,,,,,1.0,,1.0,,,
USW00014765,2008-03-14,,53,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-15,,42,36,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2008-03-16,,46,36,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2008-03-17,,47,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-18,,44,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-19,,49,35,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,
USW00014765,2008-03-20,,56,35,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-03-21,,42,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-22,,49,29,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-23,,47,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-24,,50,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-25,,42,30,,,,,1.0,,,,,,,,,,,,,,,
USW00014765,2008-03-26,,60,35,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2008-03-27,,51,30,,,,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-03-28,,43,34,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-03-29,,43,29,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-30,,46,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-03-31,,54,25,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-04-01,,60,53,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-04-02,,57,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-04-03,,52,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-04-04,,49,37,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-04-05,,55,44,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-04-06,,44,39,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,
USW00014765,2008-04-07,,49,37,,,,,,,,,,,,,,,1.0,,,,,
USW00014765,2008-04-08,,58,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-04-09,,51,33,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,
USW00014765,2008-04-10,,74,46,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-04-11,,53,43,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,
USW00014765,2008-04-12,,72,47,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,
USW00014765,2008-04-13,,55,39,,,,,1.0,,,,,,,,,,1.0,,,,,
USW00014765,2008-04-14,,55,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-04-15,,60,37,,,,,,,,,,,,,,,,,,,,
USW00014765,2008-04-16,,64,32,,,,,,,,,,,,,,,,,,,,
